,Unnamed: 0,question,label
22150,22150,How to send an email containing greek characters using rJython?,low
22151,22151,Revealing the whole binary in jquery,low
22152,22152,Getting R squared from a mixed effects multilevel model in metafor,high
22153,22153,Resizing amount of columns in a grid with Foundation,low
22154,22154,Vb net publish folder data size gets larger,low
22155,22155,hook differently for different branches,low
22156,22156,View class bytecode at runtime,low
22157,22157,How do I use prepared statements to store_result and then get_result?,low
22158,22158,Jade to Dust Parser?,low
22159,22159,Cannot add Magento bundle product programatically,low
22160,22160,Load assembly from local directory and not GAC,low
22161,22161,How to setup Emacs to folow links in two ways depend on CTRL key,low
22162,22162,Nodejs create a PNG image with text inside,low
22163,22163,Remove rows from R data.frame based on multiple conditions for POSIXct column,high
22164,22164,Cannot create table due constraint,low
22165,22165,How do I print an object's property to the Debugger Console in Xcode?,low
22166,22166,ftp -s:filename login error,low
22167,22167,Why is Speculative execution doesn't make sense for Giraph?,high
22168,22168,How to intercept a bootstrap-hover-dropdown choice?,low
22169,22169,httpd server not reading rewrite conf,low
22170,22170,How do I work with the Qt data base in Python?,low
22171,22171,How to increase pixel math speed using NumPy,low
22172,22172,ggplot2 axis labelling when overriding aesthetics in a geom,high
22173,22173,Android - GPS Location Update - Need to Cancel TimerTask,low
22174,22174,kendo dropdown list taking long time to load the options,low
22175,22175,How to calculate ball deflection angle?,low
22176,22176,Create Sparse Matrix from a data frame,low
22177,22177,modify metadata using xattr (OSX terminal),low
22178,22178,Can I include java source from multiple projects when running schemagen using the jaxb2-maven-plugin?,low
22179,22179,Capybara: Unable to find css again,low
22180,22180,Simple Python SMTP Enumeration script,low
22181,22181,"How to enter a text in a textbox in a webpage with onblur,onfocus and onkeydown attributes using Selenium Webdriver?",low
22182,22182,Update SQL query for multiple values,low
22183,22183,I cannot present View Controller on iPhone,low
22184,22184,Linq from List<T> to DataGridView,low
22185,22185,setShowsUserLocation property - why does this not work?,low
22186,22186,How can i connect MySQL database with objective project?,low
22187,22187,using node js spawn with quotes will cause quotes to be escaped,low
22188,22188,Landing to Particular form in Embedded Envelope with multiple forms,high
22189,22189,How to use loop action in Jquery?,low
22190,22190,How do I access Option types stored in a Vec?,low
22191,22191,Leaderboard doesn't close because I can't declare the GKGameCenterDelegete,low
22192,22192,scrolling in list view with checkbox states,low
22193,22193,"Replacing different text, onClick, to SAME div",low
22194,22194,rails 3.1: how do activerecord query through series of 3 tables joined by has_one?,low
22195,22195,How to use Jenkins job(s) with dependent git repositories and multiple branches,low
22196,22196,jQuery - Pushbots update tag using onclick,low
22197,22197,Eager loading of derived class in Entity Framework,low
22198,22198,Add Name property in every ListBox Item,low
22199,22199,NSCoder: how does the class know which object we pass?,low
22200,22200,Are Twilio video and client Javascript SDK cross-platform?,low
22201,22201,How to use a button as a switch during loop (VBA),low
22202,22202,UML class diagram conceptual schema,high
22203,22203,Silverlight cursor position not right in Firefox,low
22204,22204,Uncaught ReferenceError: msgbox is not defined (anonymous function),low
22205,22205,Showing specific differences in git commit,low
22206,22206,"OOP in C, implicitly pass self as parameter",low
22207,22207,How to receive return from HTML textbox using ruby?,low
22208,22208,What is the highest power of A that divides N factorial?,low
22209,22209,Temporarily switch MySQL columns for readability?,low
22210,22210,MVC-Mini-Profiler falsely showing duplicate queries,low
22211,22211,Joomla - how to catch system events,low
22212,22212,How can I Configure linter-flake8 on Atom?,low
22213,22213,jQuery animate background-image from CSS,low
22214,22214,Accessing methods from imported jars in managed beans,low
22215,22215,iOS: Can you record without displaying video?,low
22216,22216,"header menu 100% width and inline divs, Menu links align right, title left, all in white except the ""active"" link that must be transparent",low
22217,22217,pygame freezes while waiting for socket connection,high
22218,22218,Property default values using Properties.Settings.Default,low
22219,22219,Printing char even parity,low
22220,22220,python re.sub() with pair or characters,low
22221,22221,jQuery Validation not working well,low
22222,22222,Scala 2.11 Type Variance Changes,low
22223,22223,How to load texture from file with transparent background in DirectX,low
22224,22224,Heroku routing problem,low
22225,22225,If we do any modification in author environment will it be changed in publish environment? if it is changed how it works in backend? in cq5,low
22226,22226,Android save working bitmap,low
22227,22227,Can we use IndexdDB objects stores between two pages,low
22228,22228,Process two for each in xsl,low
22229,22229,Requirejs doesn't load jquery1.7 from CDN as module,low
22230,22230,C# Unit test does not step-into code,low
22231,22231,Foursquare asp.net samples,low
22232,22232,C# Redirecting URL after insert done from an AJAX call to a handler,low
22233,22233,Convert SQL DateTime to Java,low
22234,22234,How to do something as application load Logo image,low
22235,22235,Planning for parallelism,high
22236,22236,Pass input text into URL to render new iframe on page,low
22237,22237,jQuery Bootgrid styling how to override css class,low
22238,22238,How do I pass List<T> type from one action to another action in controller,low
22239,22239,How to animate CATransform3D with multiple transforms?,low
22240,22240,How do you combine these 2 .htaccess RewriteRules into one?,low
22241,22241,"Android: pause and restart a thread, using flags vs .wait() and .notify()",low
22242,22242,MarkLogic XSLT transformer does not transform properly,low
22243,22243,A faster way to evaluate 2D-array items than nested for loops?,low
22244,22244,BASH: Strip new-line character from string (read line),low
22245,22245,azure-api-management Create Operation using Powershell,low
22246,22246,Why is this finally not executing?,low
22247,22247,"JavaFX, pass parameters between tabs controller",low
22248,22248,Does multi-layer inheritance make sense in C++?,low
22249,22249,I want to update a calendar with holidays in a separate db,low
22250,22250,how to disable draggable div when child element scrollbar is being used,low
22251,22251,Contacts view not updating from contacts/new view using the mail_form gem in rails,high
22252,22252,Using fixture_file_upload method Rails 4 Rspec,low
22253,22253,Issue with requests module in python for AWS Lambda,low
22254,22254,How to show the content of an url on an extension's popup?,low
22255,22255,wcf : what is the use/significance of xsd files generated when we add wcf service reference,low
22256,22256,Java group tile matrix by largest possible AABB,low
22257,22257,Configuring git auto completion in .bash_profile,low
22258,22258,How to convert wchar_t** to char**?,low
22259,22259,Grouping by two values and calculating the third one,low
22260,22260,Javascript Auto Suggest,low
22261,22261,Merging PDF's with PyPDF2 with inputs based on file iterator,low
22262,22262,Parse string value from URL,low
22263,22263,Can I use homebrew's qt5 with capybara-webkit?,low
22264,22264,Plotting same coefficient over time,low
22265,22265,ksh: inutoc: 0403-006 Execute permission denied,low
22266,22266,Go name template parsefiles,low
22267,22267,Joining to Same Column but Getting No Rows,low
22268,22268,video-streaming over lan,high
22269,22269,"How to ""weakly"" #include a configuration file?",low
22270,22270,Windows phone7 application deployment on phone,low
22271,22271,How to go through mysql result twice?,low
22272,22272,Vlfeat for Ipython,low
22273,22273,Socket Programming multiple client one server on windows phone 8.1,high
22274,22274,J2EE - Services Layer Design,high
